1,1,0,128,6574
1,0,0,128,6519
1,1,0,128,6519
1,0,0,128,6448
1,1,0,128,6448
1,0,0,128,6377
1,1,0,128,6377
1,0,0,128,6306
1,1,0,128,6306
1,0,0,128,6235
1,1,0,128,6235
1,0,0,128,6164
1,1,0,128,6164
1,0,0,128,6093
1,1,0,128,6093
1,0,0,128,6022
1,1,0,128,6022
1,0,0,128,5951
1,1,0,128,5951
1,0,0,128,5880
1,1,0,128,5880
1,0,0,128,5809
1,1,0,128,5809
1,0,0,128,5738
1,1,0,128,5738
1,0,0,128,5667
1,1,0,128,5667
1,0,0,128,5596
1,1,0,128,5596
1,0,0,128,5525
1,1,0,128,5525
1,0,0,128,5454
1,1,0,128,5454
1,0,0,128,5383
1,1,0,128,5383
1,0,0,128,5312
1,1,0,128,5312
1,0,0,128,5241
1,1,0,128,5241
1,0,0,128,5170
1,1,0,128,5170
1,0,0,128,5099
1,1,0,128,5099
1,0,0,128,5028
1,1,0,128,5028
1,0,0,128,4957
1,1,0,128,4957
1,0,0,128,4886
1,1,0,128,4886
1,0,0,128,4815
1,1,0,128,4815
1,0,0,128,4744
1,1,0,128,4744
1,0,0,128,4673
1,1,0,128,4673
1,0,0,128,4602
1,1,0,128,4602
1,0,0,128,4531
1,1,0,128,4531
1,0,0,128,4460
1,1,0,128,4460
1,0,0,128,4389
1,1,0,128,4389
1,0,0,128,4318
1,1,0,128,4318
1,0,0,128,4247
1,1,0,128,4247
1,0,0,128,4176
1,1,0,128,4176
1,0,0,128,4105
1,1,0,128,4105
1,0,0,128,4034
1,1,0,128,4034
1,0,0,128,3963
1,1,0,128,3963
1,0,0,128,3892
1,1,0,128,3892
1,0,0,128,3821
1,1,0,128,3821
1,0,0,128,3750
1,1,0,128,3750
1,0,0,128,3679
1,1,0,128,3679
1,0,0,128,3608
1,1,0,128,3608
1,0,0,128,3537
1,1,0,128,3537
1,0,0,128,3466
1,1,0,128,3466
1,0,0,128,3395
1,1,0,128,3395
1,0,0,128,3324
1,1,0,128,3324
1,0,0,128,3253
1,1,0,128,3253
1,0,0,128,3182
1,1,0,128,3182
1,0,0,128,3111
1,1,0,128,3111
1,0,0,128,3040
1,1,0,128,3040
1,0,0,128,2969
1,1,0,128,2969
1,0,0,128,2898
1,1,0,128,2898
1,0,0,128,2827
1,1,0,128,2827
1,0,0,128,2756
1,1,0,128,2756
1,0,0,128,2685
1,1,0,128,2685
1,0,0,128,2614
1,1,0,128,2614
1,0,0,128,2543
1,1,0,128,2543
1,0,0,128,2472
1,1,0,128,2472
1,0,0,128,2401
1,1,0,128,2401
1,0,0,128,2330
1,1,0,128,2330
1,0,0,128,2259
1,1,0,128,2259
1,0,0,128,2188
1,1,0,128,2188
1,0,0,128,2117
1,1,0,128,2117
1,0,0,128,2046
1,1,0,128,2046
1,0,0,128,1975
1,1,0,128,1975
1,0,0,128,1904
1,1,0,128,1904
1,0,0,128,1833
1,1,0,128,1833
1,0,0,128,1762
1,1,0,128,1762
1,0,0,128,1691
1,1,0,128,1691
1,0,0,128,1620
1,1,0,128,1620
1,0,0,128,1549
1,1,0,128,1549
1,0,0,128,1478
1,1,0,128,1478
1,0,0,128,1407
1,1,0,128,1407
1,0,0,128,1336
1,1,0,128,1336
1,0,0,128,1265
1,1,0,128,1265
1,0,0,128,1194
1,1,0,128,1194
1,0,0,128,1123
1,1,0,128,1123
1,0,0,128,1052
1,1,0,128,1052
1,0,0,128,981
1,1,0,128,981
1,0,0,128,910
1,1,0,128,910
1,0,0,128,839
1,1,0,128,839
1,0,0,128,768
1,1,0,128,768
1,0,0,128,697
1,1,0,128,697
1,0,0,128,626
1,1,0,128,626
1,0,0,128,555
1,1,0,128,555
1,0,0,128,484
1,1,0,128,484
1,0,0,128,413
1,1,0,128,413
1,0,0,128,342
1,1,,,
1,0,,,
